日期,入出境總人數_小計,桃園一期入境查驗,桃園一期出境查驗,桃園一期小計,桃園二期入境查驗,桃園二期出境查驗,桃園二期小計,桃園一_二期合計,高雄機場入境查驗,高雄機場出境查驗,高雄機場小計,基隆港入境查驗,基隆港出境查驗,基隆港小計,台中港入境查驗,台中港出境查驗,台中港小計,高雄港入境查驗,高雄港出境查驗,高雄港小計,花蓮港入境查驗,花蓮港出境查驗,花蓮港小計,蘇澳港入境查驗,蘇澳港出境查驗,蘇澳港小計,澎湖港入境查驗,澎湖港出境查驗,澎湖港小計,台南機場入境查驗,台南機場出境查驗,台南機場小計,安平港入境查驗,安平港出境查驗,安平港小計,松山機場入境查驗,松山機場出境查驗,松山機場小計,金門港_水頭入境查驗,金門港_水頭出境查驗,金門港_水頭小計,馬祖入境查驗,馬祖出境查驗,馬祖小計,花蓮機場入境查驗,花蓮機場出境查驗,花蓮機場小計,麥寮港入境查驗,麥寮港出境查驗,麥寮港小計,馬公機場入境查驗,馬公機場出境查驗,馬公機場小計,台中機場入境查驗,台中機場出境查驗,台中機場小計,和平港入境查驗,和平港出境查驗,和平港小計,金門機場入境查驗,金門機場出境查驗,金門機場小計,南竿機場入境查驗,南竿機場出境查驗,南竿機場小計,北竿機場入境查驗,北竿機場出境查驗,北竿機場小計,嘉義機場入境查驗,嘉義機場出境查驗,嘉義機場小計,台北港入境查驗,台北港出境查驗,台北港小計,東港入境查驗,東港出境查驗,東港小計,台東機場入境查驗,台東機場出境查驗,台東機場小計,北竿白沙港入境查驗,北竿白沙港出境查驗,北竿白沙港小計,布袋港入境查驗,布袋港出境查驗,布袋港小計,大園沙崙港入境查驗,大園沙崙港出境查驗,大園沙崙港小計,台東富岡港入境查驗,台東富岡港出境查驗,台東富岡港小計,馬公港入境查驗,馬公港出境查驗,馬公港小計,桃園竹圍港入境查驗,桃園竹圍港出境查驗,桃園竹圍港小計,金門港_料羅入境查驗,金門港_料羅出境查驗,金門港_料羅小計,後壁湖遊艇港入境查驗,後壁湖遊艇港出境查驗,後壁湖遊艇港小計,淡水第二漁港遊艇碼頭入境查驗,淡水第二漁港遊艇碼頭出境查驗,淡水第二漁港遊艇碼頭小計,屏東大鵬灣遊艇港入境查驗,屏東大鵬灣遊艇港出境查驗,屏東大鵬灣遊艇港小計,屏東機場入境查驗,屏東機場出境查驗,屏東機場小計,離岸式風力發電計畫入境查驗,離岸式風力發電計畫出境查驗,離岸式風力發電計畫小計,蘭嶼開元港入境查驗,蘭嶼開元港出境查驗,蘭嶼開元港小計,前鎮漁港入境查驗,前鎮漁港出境查驗,前鎮漁港小計,觀塘工業港入境查驗,觀塘工業港出境查驗,觀塘工業港小計
20260111,157967,29041,33884,62925,25672,28461,54133,117058,8644,9071,17715,3,380,383,2,4,6,1487,1168,2655,0,0,0,0,0,0,0,0,0,179,186,365,0,1,1,3752,4509,8261,2777,2635,5412,87,106,193,143,172,315,2,0,2,0,0,0,2836,2656,5492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,1,1,0,0,0,64,37,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260112,147111,28164,31513,59677,23774,27470,51244,110921,8172,8762,16934,0,0,0,4,1,5,21,110,131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3794,4314,8108,2744,2654,5398,65,74,139,0,0,0,0,0,0,0,0,0,2473,2857,5330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,76,60,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260113,147414,26706,29788,56494,22730,25638,48368,104862,7634,8382,16016,4690,4676,9366,10,16,26,24,54,78,9,10,19,0,0,0,0,0,0,104,142,246,0,1,1,3636,3949,7585,2399,2304,4703,68,46,114,0,0,0,0,2,2,0,0,0,2006,2286,4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,51,40,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260114,136354,25646,29021,54667,21207,25131,46338,101005,7569,8909,16478,208,4,212,56,52,108,57,34,91,0,0,0,1,1,2,0,0,0,0,0,0,22,21,43,3911,4529,8440,2177,2208,4385,59,70,129,59,0,59,5,11,16,0,0,0,2615,2659,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,3,0,0,0,69,38,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260115,146991,27318,32272,59590,22345,29084,51429,111019,7718,8897,16615,0,2,2,12,12,24,35,30,65,0,0,0,0,0,0,0,0,0,179,180,359,2,1,3,3735,4147,7882,2455,2875,5330,59,66,125,179,135,314,7,11,18,0,0,0,2209,2854,5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,0,1,1,0,0,0,88,75,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260116,160459,28543,33443,61986,26377,29062,55439,117425,8470,9413,17883,567,561,1128,10,8,18,1207,1737,2944,0,165,165,0,0,0,1,0,1,111,117,228,6,0,6,4085,4319,8404,2685,3169,5854,49,116,165,0,0,0,7,0,7,0,0,0,2796,3288,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,12,12,0,0,0,71,59,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260117,163335,30026,32878,62904,24672,28280,52952,115856,8209,9736,17945,4750,4668,9418,4,3,7,13,13,26,0,0,0,0,2,2,0,0,0,0,13,13,0,0,0,4119,4149,8268,2957,3101,6058,64,128,192,0,0,0,17,15,32,0,0,0,2609,2754,5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,21,21,0,0,0,67,58,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260118,172661,31357,34807,66164,27955,29602,57557,123721,9277,9441,18718,2784,2769,5553,3,3,6,1661,1313,2974,10,10,20,0,0,0,0,0,0,164,189,353,0,0,0,4267,4485,8752,3257,2722,5979,98,113,211,147,179,326,0,4,4,0,0,0,2848,3067,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,90,37,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260119,154555,29578,32044,61622,26027,28902,54929,116551,8570,8835,17405,703,0,703,2,5,7,23,19,42,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,4059,4476,8535,2963,2737,5700,85,66,151,0,0,0,0,9,9,0,0,0,2519,2823,5342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,63,33,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260120,150269,28564,32241,60805,24352,28051,52403,113208,8507,9011,17518,3,701,704,28,35,63,208,20,228,0,0,0,0,0,0,0,0,0,120,141,261,0,0,0,3861,4348,8209,2388,2700,5088,37,84,121,0,0,0,11,0,11,0,0,0,2179,2627,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,34,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260121,157849,27579,31564,59143,23559,27538,51097,110240,8227,9554,17781,4988,4852,9840,38,30,68,19,20,39,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,4129,4810,8939,2276,2657,4933,38,35,73,0,0,0,1,2,3,0,222,222,2800,2853,5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,36,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260122,153352,27627,33661,61288,23999,29634,53633,114921,8466,9907,18373,4,197,201,25,27,52,41,35,76,0,0,0,0,0,0,0,0,0,182,181,363,0,0,0,3870,4467,8337,2416,2741,5157,26,51,77,122,165,287,3,0,3,0,0,0,2456,2983,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,2,2,0,0,0,41,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260123,171501,29981,36000,65981,26978,32242,59220,125201,9191,10187,19378,1982,1,1983,4,9,13,1374,2125,3499,0,1,1,0,0,0,0,0,0,87,125,212,0,4,4,4231,4452,8683,3237,2707,5944,42,144,186,0,0,0,0,0,0,0,0,0,2807,3481,6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,45,57,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260124,171122,31186,37140,68326,27455,33272,60727,129053,9142,10973,20115,0,0,0,22,19,41,28,52,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322,4526,8848,3797,3251,7048,52,284,336,0,0,0,19,16,35,0,0,0,2521,2905,5426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,43,43,0,0,0,29,62,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260125,184424,32933,38707,71640,29834,33418,63252,134892,9261,10353,19614,0,0,0,10,8,18,2077,4052,6129,0,0,0,0,0,0,0,0,0,175,185,360,0,0,0,4464,4708,9172,2688,4032,6720,81,116,197,116,177,293,0,0,0,219,189,408,3059,3384,6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,14,14,0,0,0,59,91,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260126,168041,31074,36057,67131,27039,32411,59450,126581,9380,10550,19930,0,2,2,2,12,14,30,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4327,4506,8833,2146,4077,6223,77,159,236,0,0,0,0,0,0,0,0,0,2661,3296,5957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,23,26,0,0,0,71,106,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260127,163181,30598,35057,65655,26427,30965,57392,123047,9234,10223,19457,34,0,34,8,18,26,41,24,65,15,0,15,0,0,0,0,0,0,124,139,263,0,6,6,4169,4389,8558,2695,3794,6489,74,87,161,0,0,0,13,15,28,0,0,0,2330,2611,4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,57,32,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260128,162371,30420,33659,64079,27755,28587,56342,120421,9243,10192,19435,3,5,8,10,1,11,46,32,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4709,4782,9491,3168,3321,6489,70,92,162,0,0,0,5,3,8,0,0,0,2981,3091,6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,13,0,0,0,108,73,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260129,168427,31844,35351,67195,28659,31144,59803,126998,9251,9873,19124,0,0,0,23,8,31,17,15,32,0,0,0,1,0,1,0,0,0,184,182,366,1,1,2,4508,4344,8852,3490,3339,6829,140,84,224,148,156,304,3,11,14,193,0,193,2505,2770,5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,27,27,0,0,0,57,87,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260130,178459,33260,36055,69315,31163,30508,61671,130986,9975,9863,19838,3,33,36,31,30,61,2065,2332,4397,0,0,0,1,0,1,0,0,0,118,146,264,0,0,0,4579,4184,8763,3603,3633,7236,59,149,208,0,0,0,10,1,11,0,0,0,3068,3426,6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,12,12,0,0,0,74,76,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131,176082,35470,35539,71009,31009,31668,62677,133686,9998,10135,20133,1,0,1,25,16,41,29,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4568,4362,8930,3964,3298,7262,100,119,219,0,0,0,0,0,0,0,0,0,2907,2728,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,25,25,0,0,0,49,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
