日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1150401","4755","三福化","312583","44461848","144.00","144.00","140.50","141.00","1.0000","369"
"1150401","4763","材料*-KY","2403873","103212314","43.40","43.40","42.65","42.90","0.8500","1763"
"1150401","4764","雙鍵","2547264","319438329","122.50","128.50","120.00","125.50","8.5000","2665"
"1150401","4766","南寶","319275","100493320","316.00","319.00","311.50","314.50","6.0000","530"
"1150401","4770","上品","230518","50021118","217.00","219.00","214.50","219.00","0.0000","380"
"1150401","4771","望隼","220155","40057082","182.50","184.00","180.50","182.50","2.0000","249"
"1150401","4807","日成-KY","100342","1446278","14.40","14.65","14.25","14.40","0.0500","270"
"1150401","4904","遠傳","4843029","451808257","92.80","93.80","92.60","93.50","1.6000","3432"
"1150401","4906","正文","114141049","4345114907","37.60","39.65","36.30","39.65","3.6000","50750"
"1150401","4912","聯德控股-KY","430641","39413220","91.50","92.80","90.40","90.40","1.3000","458"
"1150401","4915","致伸","860608","61761088","71.20","72.10","71.10","72.10","2.1000","819"
"1150401","4916","事欣科","2213318","127198391","58.00","58.30","56.70","57.40","1.3000","1618"
"1150401","4919","新唐","14187393","1322940263","93.50","96.90","90.80","94.50","5.5000","12002"
"1150401","4927","泰鼎-KY","3857285","160779915","41.75","42.35","41.15","41.45","1.3000","2825"
"1150401","4930","燦星網","44264","865499","19.50","19.60","19.50","19.50","0.0500","88"
"1150401","4934","太極","796084","13504548","17.00","17.30","16.60","16.65","0.3500","589"
"1150401","4935","茂林-KY","44036","1599253","37.05","37.05","35.90","36.20","0.2500","47"
"1150401","4938","和碩","7788953","608400701","78.00","78.70","77.50","78.20","2.0000","4815"
"1150401","4942","嘉彰","323321","12450427","37.65","38.95","37.55","38.90","1.4500","233"
"1150401","4943","康控-KY","10837","119100","11.40","11.40","10.90","10.90","0.0000","24"
"1150401","4949","有成精密","9709805","679851789","69.20","73.00","67.90","67.90","0.9000","6273"
"1150401","4952","凌通","166735","6634181","39.35","40.00","39.35","40.00","1.2500","159"
"1150401","4956","光鋐","2889636","94469147","33.00","33.40","32.25","32.35","0.7500","2104"
"1150401","4958","臻鼎-KY","26677086","5840482552","219.00","222.00","215.00","219.50","13.0000","20545"
"1150401","4960","誠美材","36751340","819669355","24.30","24.30","21.90","21.90","-2.4000","12918"
"1150401","4961","天鈺","2193461","337448018","155.00","156.50","150.50","153.00","1.0000","2667"
"1150401","4967","十銓","7731727","1637692508","211.50","215.50","208.50","213.00","14.0000","6686"
"1150401","4968","立積","591354","61590542","104.00","105.50","103.50","105.00","4.0000","609"
"1150401","4976","佳凌","285623","7976360","28.05","28.10","27.75","27.75","0.3000","285"
"1150401","4977","眾達-KY","4556653","852766995","190.00","190.50","182.50","182.50","5.5000","5652"
"1150401","4989","榮科","11963327","804375344","67.60","68.50","66.00","66.20","1.5000","8277"
"1150401","4994","傳奇","24827","2498197","104.50","104.50","98.30","98.90","2.3000","45"
"1150401","4999","鑫禾","65478","1407180","21.40","21.60","21.40","21.40","0.0000","348"
"1150401","5007","三星","135576","7572945","55.20","56.90","55.20","56.00","0.0000","200"
"1150401","5203","訊連","174300","10966282","63.00","63.60","62.40","63.20","1.5000","239"
"1150401","5215","科嘉-KY","42979","1598595","37.05","38.50","36.70","37.10","0.0500","46"
"1150401","5222","全訊","295350","37797986","128.50","129.50","127.00","127.00","0.0000","519"
"1150401","5225","東科-KY","228537","18083296","80.00","80.00","78.80","78.80","0.3000","271"
"1150401","5234","達興材料","1166519","415704214","341.00","363.00","340.00","361.00","31.0000","2376"
"1150401","5243","乙盛-KY","12347365","1095734233","86.00","90.30","85.80","88.90","6.4000","10458"
"1150401","5244","弘凱","3151680","125152868","39.05","41.00","38.40","38.95","1.3500","2227"
"1150401","5258","虹堡","351281","16695975","46.70","47.90","46.70","47.90","1.9000","329"
"1150401","5269","祥碩","414963","456435085","1100.00","1110.00","1095.00","1095.00","30.0000","1624"
"1150401","5283","禾聯碩","90108","4841949","53.30","54.60","53.30","53.90","0.6000","189"
"1150401","5284","jpp-KY","658460","182082733","275.00","279.50","273.50","275.00","11.5000","1068"
"1150401","5285","界霖","107729","5211863","47.30","48.80","47.25","48.75","1.9500","110"
"1150401","5288","豐祥-KY","118752","16763483","141.00","142.50","140.00","141.50","2.5000","109"
"1150401","5292","華懋","882636","209815400","252.00","254.50","226.00","229.00","-11.5000","11836"
"1150401","5306","桂盟","81321","7108968","88.40","88.40","87.00","87.30","0.4000","299"
"1150401","5388","中磊","3194372","245339259","76.50","77.60","75.90","76.60","1.6000","2272"
"1150401","5434","崇越","575164","184104438","314.00","326.50","314.00","322.50","18.0000","927"
"1150401","5469","瀚宇博","1174303","96569867","82.40","82.80","81.80","81.80","2.1000","1402"
"1150401","5471","松翰","315548","12139891","38.20","38.75","38.20","38.45","1.0000","318"
"1150401","5484","慧友","1513788","67064220","41.70","44.70","41.65","44.70","4.0500","960"
"1150401","5515","建國","335025","12185851","36.50","36.55","36.15","36.45","0.6000","431"
"1150401","5519","隆大","319572","10661933","33.30","33.50","33.20","33.45","0.6000","273"
"1150401","5521","工信","5140107","64489623","12.65","12.75","12.35","12.60","0.2500","1756"
"1150401","5522","遠雄","1201232","86484471","71.60","72.70","70.80","72.60","2.1000","899"
"1150401","5525","順天","46140","1148943","25.10","25.20","24.45","24.75","0.0000","46"
"1150401","5531","鄉林","493723","4404324","9.00","9.00","8.87","8.87","-0.0800","289"
"1150401","5533","皇鼎","153310","2227895","14.50","14.70","14.40","14.45","0.0000","116"
"1150401","5534","長虹","533741","42128045","78.90","79.30","78.60","78.70","0.7000","549"
"1150401","5538","東明-KY","22000","655500","30.15","30.25","29.35","29.35","-0.2000","21"
"1150401","5546","永固-KY","31099","514423","16.40","16.80","16.30","16.45","0.0500","22"
"1150401","5607","遠雄港","305691","13968448","45.30","46.00","45.30","45.50","0.7000","230"
"1150401","5608","四維航","849418","13953572","16.30","16.55","16.25","16.45","0.4500","578"
"1150401","5706","鳳凰","395699","20776232","51.80","53.00","51.70","52.70","1.7000","580"
"1150401","5871","中租-KY","5545842","606297145","111.00","111.00","108.50","109.00","-0.5000","3442"
"1150401","5871A","中租-KY甲特","29373","2995997","102.00","102.00","102.00","102.00","0.0000","18"
"1150401","5876","上海商銀","5597914","220443431","39.45","39.60","39.15","39.25","0.2500","2465"
"1150401","5880","合庫金","17356422","413032219","23.70","23.90","23.65","23.80","0.3500","5961"
"1150401","5906","台南-KY","3000","142000","47.95","47.95","47.00","47.00","0.0000","3"
"1150401","5907","大洋-KY","350215","2065330","5.88","5.97","5.77","5.77","-0.1500","201"
"1150401","6005","群益證","4161074","116507258","27.90","28.15","27.75","28.15","0.7500","1991"
"1150401","6024","群益期","315756","17781638","56.30","56.40","56.20","56.40","0.4000","390"
"1150401","6108","競國","222268","3633441","16.50","16.50","16.20","16.20","0.0000","302"
"1150401","6112","邁達特","285553","12360813","43.25","43.65","42.70","43.45","1.2000","288"
"1150401","6115","鎰勝","87616","4122127","46.90","47.35","46.90","46.95","0.2000","93"
"1150401","6116","彩晶","24158422","201346646","8.14","8.50","8.13","8.25","0.2900","6952"
"1150401","6117","迎廣","180570","12721842","70.60","71.50","70.00","70.10","1.1000","165"
"1150401","6120","達運","2639600","33838830","12.55","13.00","12.45","12.70","0.5500","1241"
"1150401","6128","上福","173689","3667842","21.10","21.50","20.85","20.90","-0.1500","160"
"1150401","6133","金橋","969678","22182811","23.00","23.30","22.65","22.65","0.3500","657"
"1150401","6136","富爾特","350546","8533115","24.25","24.55","24.05","24.25","0.0500","286"
"1150401","6139","亞翔","2656781","1419394002","547.00","547.00","524.00","525.00","1.0000","5543"
"1150401","6141","柏承","825827","17136304","20.50","21.25","20.20","20.90","1.1000","482"
"1150401","6142","友勁","666084","6382390","9.58","9.70","9.50","9.51","0.0400","359"
"1150401","6152","百一","3965579","63699322","16.35","16.50","15.75","16.05","0.3500","1627"
"1150401","6153","嘉聯益","2553137","41990356","16.45","16.80","16.15","16.20","0.3500","1237"
"1150401","6155","鈞寶","1397399","63356540","46.40","46.40","44.10","44.50","0.5000","1105"
"1150401","6164","華興","166605","1981190","11.90","12.10","11.80","11.80","0.2000","207"
"1150401","6165","浪凡","196030","8884385","45.45","45.60","44.85","45.10","0.4500","217"
"1150401","6166","凌華","245026","14318813","59.10","59.50","57.70","57.80","0.2000","304"
"1150401","6168","宏齊","3322994","79108503","24.05","24.20","23.55","23.65","0.8000","2036"
"1150401","6176","瑞儀","1357873","126186382","92.30","93.50","92.30","93.50","2.1000","1560"
"1150401","6177","達麗","358644","16885001","47.20","47.65","46.80","47.05","0.2000","381"
"1150401","6183","關貿","47096","4380233","93.30","93.90","91.00","92.70","0.7000","265"
"1150401","6184","大豐電","29542","1408190","47.40","47.95","47.35","47.50","0.1500","43"
"1150401","6189","豐藝","434775","19583634","45.10","45.60","45.05","45.20","0.7000","332"
"1150401","6191","精成科","2148021","195869325","91.20","91.80","90.60","90.80","2.7000","2000"
"1150401","6192","巨路","66543","7825071","118.00","118.00","116.50","117.50","2.5000","87"
"1150401","6196","帆宣","816448","229175765","283.50","284.00","278.00","280.00","7.0000","1248"
"1150401","6197","佳必琪","1657573","272527480","167.00","167.50","162.50","163.00","4.5000","3074"
"1150401","6201","亞弘電","28477","1429046","50.20","51.40","49.80","49.80","-0.3000","36"
"1150401","6202","盛群","1810633","85838503","48.20","48.35","47.10","47.70","0.9500","1008"
"1150401","6205","詮欣","1140210","61212960","52.70","55.20","51.40","53.60","2.8000","939"
"1150401","6206","飛捷","239920","23642817","98.70","99.00","98.20","98.70","2.3000","305"
"1150401","6209","今國光","1284627","64417194","51.00","51.10","49.60","50.30","1.3000","1091"
"1150401","6213","聯茂","26771551","4302947065","156.00","163.00","155.00","163.00","14.5000","17954"
"1150401","6214","精誠","345953","36984041","107.00","107.50","106.00","107.50","2.5000","447"
"1150401","6215","和椿","583477","57419395","98.60","99.50","97.60","98.00","3.0000","617"
"1150401","6216","居易","91584","2298749","25.00","25.25","24.90","25.05","0.2000","99"
"1150401","6224","聚鼎","58608","2341626","39.70","40.10","39.70","40.05","1.0000","139"
"1150401","6225","天瀚","5245","106444","20.65","20.65","19.10","19.10","0.3000","9"
"1150401","6226","光鼎","1297900","16396856","12.70","12.95","12.15","12.90","0.2000","973"
"1150401","6230","尼得科超眾","85916","12413549","144.00","145.50","143.50","144.00","5.5000","124"
"1150401","6235","華孚","364064","17146041","47.50","47.50","46.70","47.20","1.1000","358"
"1150401","6239","力成","6746157","1319881131","195.00","197.50","194.50","195.00","8.0000","6378"
"1150401","6243","迅杰","125674","3620818","28.85","29.25","28.40","28.85","0.6500","334"
"1150401","6257","矽格","28003782","4380809154","161.00","161.00","152.50","156.00","6.5000","24530"
"1150401","6269","台郡","1663525","97006535","58.80","59.30","58.30","58.50","1.3000","1034"
"1150401","6271","同欣電","3028576","450449568","145.50","151.00","145.50","149.00","8.5000","2946"
"1150401","6272","驊陞","191927","6110215","31.30","32.25","31.30","32.20","1.3500","188"
"1150401","6277","宏正","1064697","77179710","71.40","74.20","69.50","72.20","2.8000","1425"
"1150401","6278","台表科","1213395","114108758","94.60","95.10","93.60","95.00","2.5000","849"
"1150401","6281","全國電","77962","4386773","56.20","56.60","56.10","56.20","0.0000","133"
"1150401","6282","康舒","15828591","730247016","47.50","47.55","45.15","45.25","-0.3500","9456"
"1150401","6283","淳安","220152","4473635","20.40","20.60","19.95","20.40","0.5000","254"
"1150401","6285","啟碁","24963032","4498111515","180.00","184.50","176.00","178.00","8.0000","19815"
"1150401","6405","悅城","1553793","50849198","31.35","33.80","30.75","33.80","3.0500","962"
"1150401","6409","旭隼","1061807","822655769","741.00","790.00","738.00","778.00","54.0000","2099"
"1150401","6412","群電","700258","51528812","74.50","74.50","73.00","73.00","0.7000","799"
"1150401","6414","樺漢","2395506","667478030","282.00","285.50","273.00","274.50","3.5000","5215"
"1150401","6415","矽力*-KY","5081871","1453601374","293.00","296.00","281.00","282.50","1.5000","6462"
"1150401","6416","瑞祺電通","96069","7655077","79.20","80.30","78.90","79.80","2.0000","174"
"1150401","6426","統新","231761","34397141","143.00","149.50","143.00","149.50","13.5000","262"
"1150401","6431","光麗-KY","259207","6006619","22.50","23.95","22.50","22.95","-0.5500","281"
"1150401","6438","迅得","2248927","390221290","175.00","175.50","171.50","172.50","5.5000","3372"
"1150401","6442","光聖","2569243","5259413850","2030.00","2090.00","2005.00","2030.00","130.0000","8318"
"1150401","6443","元晶","29765733","1244888406","42.80","43.40","41.05","41.15","0.3000","15637"
"1150401","6446","藥華藥","1617578","1015061092","620.00","635.00","614.00","635.00","35.0000","2804"
"1150401","6449","鈺邦","327571","50101025","156.50","156.50","151.00","151.00","1.5000","431"
"1150401","6451","訊芯-KY","2599198","801931055","319.00","322.50","297.00","305.00","9.0000","2812"
"1150401","6456","GIS-KY","5204722","283158054","54.00","55.50","53.60","54.40","2.5000","3247"
"1150401","6464","台數科","18092","1390591","76.90","77.60","76.50","76.50","0.0000","20"
"1150401","6472","保瑞","637326","288559062","452.00","459.00","445.50","459.00","20.0000","1326"
"1150401","6477","安集","653161","21954213","34.20","34.20","33.40","33.60","0.5000","347"
"1150401","6491","晶碩","194716","54595131","279.50","282.00","277.50","281.50","4.5000","284"
"1150401","6504","南六","115995","4805553","40.45","42.00","40.45","41.75","1.4500","123"
"1150401","6505","台塑化","19943461","1118358449","55.80","57.10","54.90","55.70","0.6000","9090"
"1150401","6515","穎崴","245732","1785184790","7795.00","7795.00","6915.00","7290.00","140.0000","2473"
"1150401","6525","捷敏-KY","119376","9669257","81.20","81.40","80.30","80.50","0.7000","143"
"1150401","6526","達發","295984","142662978","480.00","485.00","477.00","483.50","19.5000","664"
"1150401","6531","愛普*","2947260","1355840528","462.00","468.00","452.00","460.00","18.0000","3746"
"1150401","6533","晶心科","437447","77873973","178.50","182.00","177.50","179.00","7.0000","512"
"1150401","6534","正瀚-創","575364","53742864","88.30","95.10","88.30","92.00","5.5000","1150"
"1150401","6541","泰福-KY","341583","14024424","40.75","41.50","40.40","41.30","1.4000","265"
"1150401","6550","北極星藥業-KY","1457784","29001401","19.30","20.45","19.30","20.30","1.1500","822"
"1150401","6552","易華電","68027","1774542","26.00","26.75","25.85","25.85","0.2000","72"
"1150401","6558","興能高","308968","8699634","28.20","28.40","28.00","28.25","0.6500","263"
"1150401","6573","虹揚-KY","177368","2296369","13.00","13.20","12.35","12.50","-0.1500","155"
"1150401","6579","研揚","104758","12060040","114.50","116.00","114.00","115.00","2.5000","103"
"1150401","6581","鋼聯","22199","2382776","107.50","108.00","106.00","107.00","0.5000","30"
"1150401","6582","申豐","230211","7691814","34.30","34.30","32.45","33.65","-0.5500","385"
"1150401","6585","鼎基","125946","12098531","97.80","97.80","94.70","95.00","0.0000","137"
"1150401","6589","台康生技","520899","29351889","55.00","57.10","55.00","57.00","2.2000","301"
"1150401","6591","動力-KY","184318","11156357","61.60","61.80","60.00","60.00","-0.3000","295"
"1150401","6592","和潤企業","349141","21870596","62.60","63.10","62.30","63.10","1.2000","332"
"1150401","6592A","和潤企業甲特","6232","607565","97.50","97.50","97.50","97.50","0.0000","5"
"1150401","6592B","和潤企業乙特","9147","895432","97.90","97.90","97.90","97.90","0.1000","7"
"1150401","6598","ABC-KY","114604","2672013","22.95","23.60","22.95","23.40","0.7500","326"
"1150401","6605","帝寶","159032","21489238","133.50","136.00","133.50","135.50","3.0000","208"
"1150401","6606","建德工業","119318","2840282","23.50","24.30","23.50","24.30","0.8500","71"
"1150401","6614","資拓宏宇","62521","2559224","41.45","41.60","40.55","41.25","0.7500","68"
"1150401","6625","必應","196059","15052551","75.50","77.40","75.50","77.20","3.2000","250"
"1150401","6641","基士德-KY","53552","1001387","18.50","18.85","18.45","18.55","0.0500","49"
"1150401","6645","金萬林-創","35360","487852","14.25","14.25","13.60","13.65","-0.3500","41"
"1150401","6655","科定","13300","1715100","129.50","130.00","128.00","128.00","1.5000","14"
"1150401","6657","華安","62121","2576124","42.65","42.65","40.95","41.50","0.7000","95"
"1150401","6658","聯策","2123681","158470818","76.00","76.50","73.00","73.90","2.2000","2272"
"1150401","6666","羅麗芬-KY","16234","663980","40.80","41.60","40.30","40.30","0.4500","17"
"1150401","6668","中揚光","187440","6419036","34.15","34.50","33.80","34.40","1.4000","531"
"1150401","6669","緯穎","1398118","4799810230","3425.00","3480.00","3385.00","3420.00","120.0000","7674"
"1150401","6670","復盛應用","559499","146312614","263.50","265.00","259.50","265.00","8.0000","410"
"1150401","6671","三能-KY","33149","1000563","30.25","30.25","29.90","30.25","0.5000","27"
"1150401","6672","騰輝電子-KY","4514603","581875359","131.00","131.50","126.00","130.00","4.5000","3771"
"1150401","6674","鋐寶科技","17374","315610","18.10","18.45","17.80","17.80","-0.2000","17"
"1150401","6689","伊雲谷","666412","51387807","77.60","78.00","76.20","76.60","0.5000","710"
"1150401","6691","洋基工程","440150","251874643","575.00","578.00","565.00","574.00","19.0000","909"
"1150401","6695","芯鼎","371870","14557365","39.15","39.70","38.30","39.25","1.4500","505"
"1150401","6698","旭暉應材","102090","3064361","30.00","30.25","29.80","29.80","0.7000","201"
"1150401","6706","惠特","3418407","396925642","119.00","119.00","114.50","115.00","2.5000","2955"
"1150401","6715","嘉基","699795","236772760","340.00","340.00","329.50","329.50","20.0000","761"
"1150401","6719","力智","164311","26787356","165.00","165.50","163.00","163.00","1.5000","184"
"1150401","6722","輝創","45151","1789180","39.00","40.05","38.90","39.85","0.8500","32"
"1150401","6742","澤米","101195","4084614","40.50","40.60","40.00","40.05","0.9500","570"
"1150401","6743","安普新","116512","2637167","22.35","22.90","22.35","22.55","0.2000","131"
"1150401","6753","龍德造船","318883","41159918","129.00","131.00","128.00","128.50","2.0000","430"
"1150401","6754","匯僑設計","22100","989500","45.00","45.20","44.25","45.10","0.9000","20"
"1150401","6756","威鋒電子","70502","5044005","72.00","72.40","70.80","71.00","0.8000","118"
"1150401","6757","台灣虎航","1093219","55388321","50.60","51.10","50.00","50.60","1.4500","1195"
"1150401","6768","志強-KY","387841","34570264","88.80","90.90","87.30","88.00","0.9000","419"
"1150401","6770","力積電","148151777","8189291339","57.00","57.00","54.30","54.90","1.8000","69845"
"1150401","6771","平和環保-創","18000","797800","44.65","44.65","44.05","44.05","0.0500","10"
"1150401","6776","展碁國際","421961","24771423","58.70","59.30","58.20","58.30","1.0000","380"
"1150401","6781","AES-KY","729389","738258700","1030.00","1035.00","997.00","998.00","13.0000","1919"
"1150401","6782","視陽","305720","59468115","195.00","198.00","190.50","197.50","8.5000","333"
"1150401","6789","采鈺","1999792","638480450","318.50","324.00","316.00","318.00","14.0000","3188"
"1150401","6790","永豐實","137891","5615822","40.95","40.95","40.40","40.70","0.0000","141"
"1150401","6792","詠業","26314","1463019","56.40","56.40","55.20","55.30","0.8000","31"
"1150401","6794","向榮生技","16091","1282990","80.70","80.70","78.50","80.70","1.7000","20"
"1150401","6796","晉弘","30994","2300599","74.50","75.60","73.80","73.80","0.0000","49"
"1150401","6799","來頡","77861","5823019","75.10","75.50","74.00","74.70","1.1000","162"
"1150401","6805","富世達","1021962","1946634605","1855.00","1925.00","1855.00","1925.00","175.0000","2741"
"1150401","6806","森崴能源","1268028","48470061","38.55","39.50","37.10","38.60","1.2500","1032"
"1150401","6807","峰源-KY","19200","813540","42.85","42.85","42.30","42.35","0.0000","21"
"1150401","6830","汎銓","2985249","1529815315","505.00","514.00","502.00","514.00","46.5000","2976"
"1150401","6831","邁科","1720242","692248855","404.50","416.50","385.00","407.00","21.0000","3159"
"1150401","6834","天二科技","689410","21991616","31.20","32.75","30.50","31.95","1.5000","566"
"1150401","6835","圓裕","250000","9350400","37.80","38.00","37.00","37.50","1.0000","161"
"1150401","6838","台新藥","295289","8347099","28.60","28.60","28.00","28.25","0.2500","227"
"1150401","6854","錼創科技-KY創","660819","93868092","139.50","145.50","139.50","141.00","4.5000","677"
"1150401","6861","睿生光電","519509","68102575","132.00","134.50","127.50","132.00","6.0000","536"
"1150401","6862","三集瑞-KY","365383","59882669","169.50","169.50","161.00","161.50","1.0000","545"
"1150401","6863","永道-KY","66329","5972962","90.10","91.20","88.30","90.40","3.4000","131"
"1150401","6869","雲豹能源","351622","31194914","88.90","89.80","87.70","88.90","1.4000","756"
"1150401","6873","泓德能源","723869","61220318","85.00","87.90","83.50","84.20","1.9000","754"
"1150401","6885","全福生技","217693","5271287","24.20","24.55","23.70","24.35","0.3500","425"
"1150401","6887","寶綠特-KY","349071","16151269","43.55","48.05","42.20","45.50","1.8000","156"
"1150401","6890","來億-KY","405575","67763910","164.00","169.50","163.00","167.50","7.0000","555"
"1150401","6901","鑽石投資","373661","5256839","13.90","14.20","13.90","14.00","0.1000","314"
"1150401","6902","GOGOLOOK","26106","1945305","74.60","75.00","74.00","74.80","0.9000","63"
"1150401","6906","現觀科","34114","2310132","67.80","68.80","65.80","68.00","2.6000","35"
"1150401","6908","宏碁遊戲-創","86776","3562517","40.00","41.60","40.00","41.05","1.2000","87"
"1150401","6909","創控","483097","21402329","45.05","45.20","43.80","44.05","0.5500","477"
"1150401","6914","阜爾運通","51383","7681888","149.50","150.50","148.50","148.50","1.5000","108"
"1150401","6916","華凌","24200","424159","17.40","17.65","17.40","17.50","-0.3000","26"
"1150401","6918","愛派司","15088","1185111","79.80","79.80","77.80","78.40","0.6000","23"
"1150401","6919","康霈*","38089875","3430597661","94.30","94.90","84.40","94.90","8.6000","22890"
"1150401","6921","嘉雨思-創","30001","2091869","69.80","71.00","68.70","71.00","5.0000","27"
"1150401","6923","中台","126296","9542570","76.80","76.80","75.10","75.60","0.0000","126"
"1150401","6924","榮惠-KY創","39200","3135600","80.00","80.10","79.70","79.70","-0.3000","32"
"1150401","6928","攸泰科技","113897","5404384","45.95","47.80","45.95","47.30","2.2000","103"
"1150401","6931","青松健康","54459","2760886","50.50","51.00","50.50","51.00","0.4000","59"
"1150401","6933","AMAX-KY","64391","8199173","126.00","128.50","126.00","127.00","4.5000","160"
"1150401","6934","心誠鎂","495305","42009734","85.10","85.10","82.40","85.10","7.7000","466"
"1150401","6936","永鴻生技","31152","1078791","34.85","35.00","34.30","34.65","0.3500","35"
"1150401","6937","天虹","330687","81446030","248.50","250.00","243.50","245.50","7.0000","889"
"1150401","6944","兆聯實業","1171365","938589523","785.00","810.00","785.00","810.00","51.0000","2347"
"1150401","6949","沛爾生醫-創","133258","76607358","560.00","587.00","560.00","570.00","9.0000","190"
"1150401","6951","青新-創","44276","3489124","78.90","79.00","78.50","78.80","0.7000","61"
"1150401","6952","大武山","7258","280887","38.40","39.15","38.35","38.35","0.2000","14"
"1150401","6955","邦睿生技-創","3061","503565","165.00","165.00","163.50","163.50","-1.0000","4"
"1150401","6957","裕慶-KY","17670","2845770","162.00","162.00","160.00","160.50","4.0000","35"
"1150401","6958","日盛台駿","316660","5556142","17.20","18.00","17.00","17.95","0.7500","283"
"1150401","6958A","日盛台駿甲特","9856","181136","18.35","18.45","18.35","18.45","0.1500","9"
"1150401","6962","奕力-KY","2148193","72299362","33.70","34.00","33.30","33.30","0.6000","1324"
"1150401","6965","中傑-KY","53447","4588571","86.40","86.40","84.80","86.10","0.1000","55"
"1150401","6969","成信實業*-創","77220","2204319","28.30","28.70","28.30","28.60","0.2000","49"
"1150401","6988","威力暘-創","45464","677886","14.00","14.95","14.00","14.95","1.3500","23"
"1150401","6994","富威電力","190480","13938593","74.20","74.20","72.60","72.80","0.8000","203"
"1150401","7610","聯友金屬-創","939128","340730760","356.50","370.00","355.00","366.50","15.5000","1172"
"1150401","7631","聚賢研發-創","175009","19517003","112.00","114.50","110.00","111.50","0.5000","68"
"1150401","7705","三商餐飲","29075","1014081","34.80","35.00","34.60","34.60","0.0000","236"
"1150401","7711","永擎","230942","61379922","266.50","268.00","261.00","265.50","11.5000","413"
"1150401","7721","微程式","7796176","607902606","76.60","81.00","75.60","76.90","2.9000","5252"
"1150401","7722","LINEPAY","104290","32015112","310.00","310.00","304.00","306.50","6.0000","477"
"1150401","7730","暉盛-創","118771","20438930","175.00","179.00","166.00","166.00","-3.0000","216"
"1150401","7732","金興精密","4072","141998","34.60","35.00","34.60","34.95","1.7000","5"
"1150401","7736","虎山","59425","4795426","79.00","81.90","79.00","81.90","3.5000","42"
"1150401","7740","熙特爾-創","129536","23505499","182.00","185.00","178.50","178.50","-0.5000","135"
"1150401","7749","意騰-KY","123654","44868614","368.00","371.00","360.00","360.00","4.5000","249"
"1150401","7750","新代","328204","437938275","1300.00","1355.00","1295.00","1355.00","0.0000","1037"
"1150401","7765","中華資安","45270","10342745","225.00","232.00","225.00","226.50","1.5000","146"
"1150401","7769","鴻勁","1151088","4374603385","3740.00","3855.00","3645.00","3855.00","350.0000","7447"
"1150401","7780","大研生醫*","1991681","40819779","21.15","21.15","20.15","20.25","0.2500","1718"
"1150401","7786","東方風能","65059","8587030","132.00","133.50","131.00","132.00","2.5000","68"
"1150401","7788","松川精密","175762","24275786","139.50","140.00","135.50","137.50","4.0000","226"
"1150401","7791","皇家可口","39495","2579461","65.30","65.50","65.00","65.30","0.5000","46"
"1150401","7795","長廣","282351","99093399","356.50","368.00","339.00","339.50","2.0000","833"
"1150401","7799","禾榮科","766188","257269589","336.00","351.00","321.50","348.00","19.5000","1372"
"1150401","7822","倍利科","696319","1068434285","1590.00","1620.00","1470.00","1545.00","35.0000","2662"
"1150401","7823","奧義賽博-KY創","27218","2238019","81.00","82.70","81.00","82.20","1.2000","26"
"1150401","8011","台通","607644","12569374","20.55","21.00","20.50","20.55","0.4000","447"
"1150401","8016","矽創","313005","60914917","194.50","195.50","193.50","194.50","3.5000","464"
"1150401","8021","尖點","12503101","3125421701","257.00","257.50","244.00","248.00","5.0000","12340"
"1150401","8028","昇陽半導體","11892573","2167327326","189.00","190.50","177.00","177.50","-3.5000","12939"
"1150401","8033","雷虎","1411581","195340638","138.50","139.50","137.50","139.00","3.0000","1458"
"1150401","8039","台虹","10049661","1135627621","112.00","115.50","111.00","111.00","4.5000","7689"
"1150401","8045","達運光電","138580","10313851","74.30","76.80","72.00","74.10","0.4000","129"
"1150401","8046","南電","17700355","10000038295","561.00","574.00","551.00","574.00","52.0000","19403"
"1150401","8070","長華*","2384483","102561163","43.00","43.90","43.00","43.35","0.8000","1117"
"1150401","8072","陞泰","177022","4832912","26.80","27.80","26.80","27.25","0.9000","156"
"1150401","8081","致新","280385","64351134","230.00","232.00","229.00","232.00","7.0000","505"
"1150401","8101","華冠","1396","19524","14.40","14.40","14.40","14.40","0.0000","14"
"1150401","8103","瀚荃","439837","35387063","80.00","81.00","80.00","80.70","2.8000","537"
"1150401","8104","錸寶","360680","11880278","33.00","34.00","32.50","32.65","0.2500","365"
"1150401","8105","凌巨","1084485","13985913","12.65","13.05","12.65","12.90","0.4500","549"
"1150401","8110","華東","13089763","654238907","50.80","50.90","49.00","50.90","2.9500","8068"
"1150401","8112","至上","10752554","834910732","77.00","79.30","76.50","76.60","2.9000","8376"
"1150401","8112A","至上甲特","41618","1921129","46.15","46.20","46.10","46.10","0.0000","21"
"1150401","8114","振樺電","276688","47051511","171.00","171.00","168.50","169.50","4.0000","311"
"1150401","8131","福懋科","4838989","294194294","60.60","61.80","59.80","61.10","2.9000","3594"
"1150401","8150","南茂","5385721","298964501","56.00","56.30","55.10","55.50","1.9000","3786"
"1150401","8162","微矽電子-創","52964","2061796","39.25","39.25","38.70","38.70","0.5000","46"
"1150401","8163","達方","296192","8082601","27.65","27.65","27.15","27.20","0.2500","351"
"1150401","8201","無敵","30097","370978","12.10","12.50","12.10","12.50","0.6500","39"
"1150401","8210","勤誠","2489656","2252546312","894.00","915.00","889.00","899.00","32.0000","4867"
