日期,入出境總人數_小計,桃園一期入境查驗,桃園一期出境查驗,桃園一期小計,桃園二期入境查驗,桃園二期出境查驗,桃園二期小計,桃園一_二期合計,高雄機場入境查驗,高雄機場出境查驗,高雄機場小計,基隆港入境查驗,基隆港出境查驗,基隆港小計,台中港入境查驗,台中港出境查驗,台中港小計,高雄港入境查驗,高雄港出境查驗,高雄港小計,花蓮港入境查驗,花蓮港出境查驗,花蓮港小計,蘇澳港入境查驗,蘇澳港出境查驗,蘇澳港小計,澎湖港入境查驗,澎湖港出境查驗,澎湖港小計,台南機場入境查驗,台南機場出境查驗,台南機場小計,安平港入境查驗,安平港出境查驗,安平港小計,松山機場入境查驗,松山機場出境查驗,松山機場小計,金門港_水頭入境查驗,金門港_水頭出境查驗,金門港_水頭小計,馬祖入境查驗,馬祖出境查驗,馬祖小計,花蓮機場入境查驗,花蓮機場出境查驗,花蓮機場小計,麥寮港入境查驗,麥寮港出境查驗,麥寮港小計,馬公機場入境查驗,馬公機場出境查驗,馬公機場小計,台中機場入境查驗,台中機場出境查驗,台中機場小計,和平港入境查驗,和平港出境查驗,和平港小計,金門機場入境查驗,金門機場出境查驗,金門機場小計,南竿機場入境查驗,南竿機場出境查驗,南竿機場小計,北竿機場入境查驗,北竿機場出境查驗,北竿機場小計,嘉義機場入境查驗,嘉義機場出境查驗,嘉義機場小計,台北港入境查驗,台北港出境查驗,台北港小計,東港入境查驗,東港出境查驗,東港小計,台東機場入境查驗,台東機場出境查驗,台東機場小計,北竿白沙港入境查驗,北竿白沙港出境查驗,北竿白沙港小計,布袋港入境查驗,布袋港出境查驗,布袋港小計,大園沙崙港入境查驗,大園沙崙港出境查驗,大園沙崙港小計,台東富岡港入境查驗,台東富岡港出境查驗,台東富岡港小計,馬公港入境查驗,馬公港出境查驗,馬公港小計,桃園竹圍港入境查驗,桃園竹圍港出境查驗,桃園竹圍港小計,金門港_料羅入境查驗,金門港_料羅出境查驗,金門港_料羅小計,後壁湖遊艇港入境查驗,後壁湖遊艇港出境查驗,後壁湖遊艇港小計,淡水第二漁港遊艇碼頭入境查驗,淡水第二漁港遊艇碼頭出境查驗,淡水第二漁港遊艇碼頭小計,屏東大鵬灣遊艇港入境查驗,屏東大鵬灣遊艇港出境查驗,屏東大鵬灣遊艇港小計,屏東機場入境查驗,屏東機場出境查驗,屏東機場小計,離岸式風力發電計畫入境查驗,離岸式風力發電計畫出境查驗,離岸式風力發電計畫小計,蘭嶼開元港入境查驗,蘭嶼開元港出境查驗,蘭嶼開元港小計,前鎮漁港入境查驗,前鎮漁港出境查驗,前鎮漁港小計,觀塘工業港入境查驗,觀塘工業港出境查驗,觀塘工業港小計
20260311,165270,32878,30533,63411,27671,26597,54268,117679,9710,9219,18929,3236,3217,6453,20,27,47,554,585,1139,0,0,0,14,14,28,0,0,0,0,0,0,8,8,16,4691,4837,9528,2500,2646,5146,57,61,118,0,0,0,2,0,2,0,0,0,3042,2986,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13,13,0,0,0,93,47,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260312,176759,32957,32104,65061,28824,29033,57857,122918,9388,9212,18600,2324,2312,4636,33,22,55,4688,4671,9359,0,0,0,0,0,0,0,0,0,180,183,363,0,0,0,4258,4482,8740,2598,2957,5555,37,177,214,145,149,294,1,8,9,0,0,0,2838,3035,5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,10,10,0,0,0,81,46,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260313,178451,34590,33789,68379,32251,31301,63552,131931,9876,9817,19693,1572,2464,4036,19,22,41,21,60,81,2,0,2,0,0,0,0,0,0,105,142,247,0,0,0,4613,4669,9282,2649,3033,5682,26,261,287,0,0,0,6,0,6,0,0,0,3430,3622,7052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,0,0,48,54,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260314,170299,35023,33162,68185,30304,29407,59711,127896,10014,10016,20030,1,0,1,19,11,30,43,35,78,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,4468,4559,9027,3541,3304,6845,43,58,101,0,0,0,0,0,0,0,0,0,3093,2858,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,19,21,0,0,0,213,90,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260315,181799,35616,35678,71294,31278,30403,61681,132975,10181,10193,20374,2448,2206,4654,8,10,18,13,22,35,0,0,0,0,0,0,0,0,0,169,178,347,0,0,0,4623,4744,9367,3545,3191,6736,138,80,218,124,138,262,0,4,4,0,0,0,3348,3269,6617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,4,0,0,0,97,89,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260316,170237,34942,33082,68024,30976,29950,60926,128950,9734,9436,19170,0,0,0,3,5,8,186,43,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4524,4596,9120,3260,2741,6001,82,117,199,0,0,0,5,10,15,0,0,0,3146,3223,6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,24,24,0,0,0,88,55,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260317,165447,32890,31376,64266,29107,27551,56658,120924,9553,9255,18808,1,0,1,22,25,47,4659,26,4685,0,0,0,1,0,1,0,0,0,143,143,286,0,0,0,4325,4405,8730,3191,2827,6018,67,94,161,0,0,0,4,0,4,0,0,0,2935,2714,5649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,57,57,0,0,0,48,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260318,173677,32851,31579,64430,27720,27334,55054,119484,9354,9321,18675,4392,9176,13568,51,48,99,559,51,610,0,0,0,11,10,21,0,0,0,0,0,0,5,6,11,4936,5028,9964,2619,2295,4914,21,9,30,0,0,0,0,0,0,0,0,0,3240,3009,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,27,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260319,165104,32094,32088,64182,29617,30059,59676,123858,9541,9379,18920,11,507,518,12,21,33,48,139,187,0,2,2,1,0,1,0,0,0,175,180,355,0,0,0,4491,4602,9093,2736,2831,5567,284,135,419,161,148,309,5,5,10,0,0,0,2842,2871,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,0,0,0,58,56,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260320,181433,34250,35009,69259,33395,31433,64828,134087,10076,9995,20071,2282,2410,4692,24,27,51,55,65,120,1,1,2,4,6,10,0,0,0,129,136,265,1,1,2,4683,4640,9323,2511,3068,5579,42,96,138,0,0,0,2,1,3,0,0,0,3395,3596,6991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,0,60,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260321,174468,33351,32021,65372,31114,30583,61697,127069,9501,9882,19383,2365,2357,4722,12,3,15,27,30,57,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4504,4531,9035,3217,4697,7914,59,118,177,0,0,0,3,0,3,0,0,0,3150,2807,5957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,19,0,0,0,59,55,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260322,181497,34527,35650,70177,32142,30959,63101,133278,9870,9754,19624,2941,2127,5068,3,4,7,28,23,51,0,0,0,0,27,27,0,0,0,181,182,363,0,0,0,4668,4744,9412,3017,3346,6363,96,112,208,143,177,320,0,0,0,0,0,0,3391,3261,6652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,67,50,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260323,179991,33639,33887,67526,31042,30278,61320,128846,9612,9718,19330,4737,4958,9695,7,6,13,12,25,37,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,4471,4591,9062,3111,3181,6292,67,82,149,0,0,0,0,0,0,0,0,0,3229,3169,6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,1,1,0,0,0,68,84,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260324,167338,31119,32314,63433,29444,29138,58582,122015,9434,9299,18733,0,2,2,25,22,47,2082,2078,4160,0,0,0,0,0,0,0,503,503,125,139,264,0,0,0,4263,4495,8758,4151,2829,6980,64,103,167,0,0,0,7,5,12,0,0,0,2833,2743,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,1,0,1,0,0,0,75,39,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260325,165872,30916,32854,63770,28102,28603,56705,120475,9490,9284,18774,2130,2239,4369,50,41,91,15,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4898,5039,9937,2931,2773,5704,49,60,109,0,0,0,0,0,0,0,0,0,3164,3049,6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,45,45,0,0,0,62,53,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260326,165343,31016,33941,64957,29661,30758,60419,125376,9357,9100,18457,2,0,2,11,13,24,27,23,50,0,0,0,0,0,0,0,0,0,178,186,364,0,19,19,4513,4294,8807,2884,2675,5559,82,110,192,161,53,214,1,1,2,0,0,0,2916,3189,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,26,26,0,0,0,87,57,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260327,183939,33641,35460,69101,32850,31866,64716,133817,10316,9549,19865,3693,3058,6751,11,19,30,36,53,89,0,0,0,0,0,0,0,0,0,108,136,244,1,0,1,4735,4886,9621,3298,2811,6109,34,99,133,0,0,0,0,0,0,0,0,0,3491,3640,7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,36,36,0,0,0,54,50,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260328,185642,33519,34649,68168,31593,31507,63100,131268,9876,9793,19669,5033,7529,12562,12,17,29,23,74,97,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4500,4571,9071,3525,2799,6324,102,123,225,0,0,0,0,1,1,0,0,0,3350,2901,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,17,17,0,0,0,63,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260329,176693,31790,34212,66002,33000,30754,63754,129756,10515,9763,20278,1788,2091,3879,1,25,26,109,30,139,0,0,0,0,0,0,0,0,0,101,168,269,0,0,0,4506,4725,9231,3347,3020,6367,77,71,148,0,0,0,2,0,2,0,0,0,3441,3019,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,2,2,0,0,0,61,69,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260330,156943,30271,31144,61415,29386,28223,57609,119024,9987,8398,18385,16,1,17,30,13,43,41,24,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,4220,8383,2366,1908,4274,19,87,106,0,0,0,2,0,2,0,0,0,3418,3094,6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,81,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260331,161213,31490,34108,65598,27876,28701,56577,122175,9476,8865,18341,1,0,1,37,52,89,27,26,53,0,0,0,0,0,0,0,0,0,71,134,205,14,5,19,3800,4477,8277,3023,2111,5134,53,115,168,0,0,0,0,0,0,0,0,0,3368,3248,6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,5,5,0,0,0,60,67,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
