日期,入出境總人數_小計,桃園一期入境查驗,桃園一期出境查驗,桃園一期小計,桃園二期入境查驗,桃園二期出境查驗,桃園二期小計,桃園一_二期合計,高雄機場入境查驗,高雄機場出境查驗,高雄機場小計,基隆港入境查驗,基隆港出境查驗,基隆港小計,台中港入境查驗,台中港出境查驗,台中港小計,高雄港入境查驗,高雄港出境查驗,高雄港小計,花蓮港入境查驗,花蓮港出境查驗,花蓮港小計,蘇澳港入境查驗,蘇澳港出境查驗,蘇澳港小計,澎湖港入境查驗,澎湖港出境查驗,澎湖港小計,台南機場入境查驗,台南機場出境查驗,台南機場小計,安平港入境查驗,安平港出境查驗,安平港小計,松山機場入境查驗,松山機場出境查驗,松山機場小計,金門港_水頭入境查驗,金門港_水頭出境查驗,金門港_水頭小計,馬祖入境查驗,馬祖出境查驗,馬祖小計,花蓮機場入境查驗,花蓮機場出境查驗,花蓮機場小計,麥寮港入境查驗,麥寮港出境查驗,麥寮港小計,馬公機場入境查驗,馬公機場出境查驗,馬公機場小計,台中機場入境查驗,台中機場出境查驗,台中機場小計,和平港入境查驗,和平港出境查驗,和平港小計,金門機場入境查驗,金門機場出境查驗,金門機場小計,南竿機場入境查驗,南竿機場出境查驗,南竿機場小計,北竿機場入境查驗,北竿機場出境查驗,北竿機場小計,嘉義機場入境查驗,嘉義機場出境查驗,嘉義機場小計,台北港入境查驗,台北港出境查驗,台北港小計,東港入境查驗,東港出境查驗,東港小計,台東機場入境查驗,台東機場出境查驗,台東機場小計,北竿白沙港入境查驗,北竿白沙港出境查驗,北竿白沙港小計,布袋港入境查驗,布袋港出境查驗,布袋港小計,大園沙崙港入境查驗,大園沙崙港出境查驗,大園沙崙港小計,台東富岡港入境查驗,台東富岡港出境查驗,台東富岡港小計,馬公港入境查驗,馬公港出境查驗,馬公港小計,桃園竹圍港入境查驗,桃園竹圍港出境查驗,桃園竹圍港小計,金門港_料羅入境查驗,金門港_料羅出境查驗,金門港_料羅小計,後壁湖遊艇港入境查驗,後壁湖遊艇港出境查驗,後壁湖遊艇港小計,淡水第二漁港遊艇碼頭入境查驗,淡水第二漁港遊艇碼頭出境查驗,淡水第二漁港遊艇碼頭小計,屏東大鵬灣遊艇港入境查驗,屏東大鵬灣遊艇港出境查驗,屏東大鵬灣遊艇港小計,屏東機場入境查驗,屏東機場出境查驗,屏東機場小計,離岸式風力發電計畫入境查驗,離岸式風力發電計畫出境查驗,離岸式風力發電計畫小計,蘭嶼開元港入境查驗,蘭嶼開元港出境查驗,蘭嶼開元港小計,前鎮漁港入境查驗,前鎮漁港出境查驗,前鎮漁港小計,觀塘工業港入境查驗,觀塘工業港出境查驗,觀塘工業港小計
20251011,154153,33975,27962,61937,32174,23954,56128,118065,8876,8283,17159,7,0,7,10,1,11,20,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145,3610,7755,2867,3147,6014,136,162,298,53,68,121,5,0,5,0,0,0,2018,2215,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,152,157,309,84,39,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251012,179445,36743,32766,69509,36267,28242,64509,134018,9928,9189,19117,2623,2368,4991,1,4,5,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4565,4270,8835,3442,2603,6045,334,135,469,139,32,171,0,8,8,0,0,0,2865,2786,5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,61,38,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251013,166058,33089,30600,63689,33801,28437,62238,125927,8109,8574,16683,4,6,10,29,10,39,1898,2013,3911,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4231,4580,8811,2816,2556,5372,117,260,377,0,0,0,8,2,10,0,0,0,2343,2472,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,0,11,11,0,0,0,43,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251014,149983,31724,29676,61400,29756,24391,54147,115547,8027,8488,16515,232,233,465,67,58,125,24,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770,4060,7830,2461,2579,5040,56,107,163,76,33,109,2,0,2,0,0,0,1624,2284,3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,177,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251015,150856,29275,30177,59452,25878,25006,50884,110336,7328,8325,15653,3277,2340,5617,49,75,124,22,27,49,1,3,4,0,0,0,0,0,0,5,0,5,0,0,0,4208,4549,8757,2153,2750,4903,53,161,214,0,0,0,1,2,3,0,0,0,2215,2535,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,157,152,309,71,56,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251016,142648,25665,28566,54231,26465,27124,53589,107820,7349,8697,16046,2,896,898,29,31,60,56,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793,4238,8031,2447,2758,5205,62,167,229,39,59,98,0,8,8,0,0,0,1843,2206,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,50,73,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251017,166095,30239,31112,61351,30405,29500,59905,121256,8317,8497,16814,2353,2201,4554,27,22,49,2020,1233,3253,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4330,4721,9051,2861,2473,5334,244,182,426,0,0,0,8,0,8,0,0,0,2378,2779,5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,0,11,11,0,0,0,116,50,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251018,162529,31636,31971,63607,29181,29048,58229,121836,9071,9358,18429,876,870,1746,28,18,46,32,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4308,4588,8896,3649,2846,6495,89,180,269,32,40,72,0,4,4,0,0,0,2150,2182,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,212,144,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251019,176198,31711,34421,66132,31671,30808,62479,128611,9911,10260,20171,3981,2392,6373,29,9,38,28,28,56,0,0,0,238,230,468,0,0,0,0,2,2,0,1,1,4632,4754,9386,2575,2721,5296,0,0,0,49,38,87,7,6,13,0,0,0,2868,2828,5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251020,156062,28153,30358,58511,29830,28388,58218,116729,8436,8515,16951,3643,3630,7273,12,2,14,23,1222,1245,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4523,4521,9044,0,0,0,0,0,0,11,0,11,1,0,1,0,0,0,2398,2380,4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251021,157606,30715,31915,62630,30265,26641,56906,119536,9179,8728,17907,8,7,15,51,27,78,1278,188,1466,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4551,4198,8749,2428,3150,5578,1,0,1,64,43,107,1,0,1,0,0,0,1897,2268,4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251022,149093,28216,32898,61114,26972,28049,55021,116135,8565,9527,18092,0,0,0,54,58,112,20,21,41,10,10,20,0,0,0,0,0,0,0,0,0,27,27,54,4661,4905,9566,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,2394,2659,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251023,168497,32895,36213,69108,29797,32959,62756,131864,8576,9722,18298,0,0,0,20,18,38,19,42,61,213,250,463,0,0,0,0,0,0,0,0,0,0,0,0,4348,4883,9231,1727,2123,3850,0,0,0,133,127,260,0,0,0,0,0,0,2230,2190,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251024,182411,34988,35684,70672,33177,32642,65819,136491,9107,9475,18582,1812,2544,4356,8,5,13,18,33,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4790,4776,9566,3090,4380,7470,36,115,151,0,0,0,0,0,0,0,0,0,2757,2897,5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,43,30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251025,165319,34923,30732,65655,31751,28532,60283,125938,9767,8772,18539,3,2,5,7,11,18,23,63,86,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4629,4433,9062,3679,2896,6575,67,79,146,77,42,119,4,8,12,0,0,0,2560,2131,4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,1,1,0,0,0,52,66,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251026,178104,37947,31769,69716,34011,28520,62531,132247,10297,8412,18709,2519,2047,4566,14,18,32,19,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4851,4629,9480,3421,3526,6947,159,109,268,131,105,236,17,15,32,0,0,0,2982,2402,5384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,13,0,0,0,103,42,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251027,167938,37177,28837,66014,33446,26545,59991,126005,9949,7424,17373,2,4,6,28,14,42,1774,1736,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607,4477,9084,3120,3053,6173,61,67,128,0,0,0,5,0,5,0,0,0,2828,2584,5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,98,100,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251028,150962,33460,26714,60174,30752,23410,54162,114336,9513,7630,17143,0,1,1,55,84,139,39,33,72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4464,3931,8395,3139,2992,6131,48,52,100,84,52,136,3,6,9,0,0,0,2326,2101,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,0,0,0,0,0,0,45,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251029,146525,31410,26933,58343,28200,23144,51344,109687,8896,7328,16224,281,0,281,81,68,149,35,58,93,0,0,0,0,13,13,0,0,0,0,0,0,4,5,9,5074,4430,9504,2602,2381,4983,54,56,110,0,0,0,6,2,8,0,0,0,2760,2581,5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,11,11,0,0,0,65,37,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251030,150389,28769,28555,57324,27490,25375,52865,110189,8228,8030,16258,2,218,220,43,17,60,1733,1743,3476,0,2,2,4,0,4,0,0,0,0,0,0,0,1,1,4491,4370,8861,3126,2978,6104,107,93,200,17,35,52,0,1,1,0,0,0,2454,2408,4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,27,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251031,159321,31426,28512,59938,31639,26703,58342,118280,8430,7540,15970,2073,2141,4214,28,11,39,59,25,84,0,0,0,0,0,0,0,0,0,2,4,6,1,1,2,4905,4623,9528,2939,2390,5329,52,206,258,0,0,0,5,3,8,0,0,0,2649,2732,5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,123,62,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
