日期,入出境總人數_小計,桃園一期入境查驗,桃園一期出境查驗,桃園一期小計,桃園二期入境查驗,桃園二期出境查驗,桃園二期小計,桃園一_二期合計,高雄機場入境查驗,高雄機場出境查驗,高雄機場小計,基隆港入境查驗,基隆港出境查驗,基隆港小計,台中港入境查驗,台中港出境查驗,台中港小計,高雄港入境查驗,高雄港出境查驗,高雄港小計,花蓮港入境查驗,花蓮港出境查驗,花蓮港小計,蘇澳港入境查驗,蘇澳港出境查驗,蘇澳港小計,澎湖港入境查驗,澎湖港出境查驗,澎湖港小計,台南機場入境查驗,台南機場出境查驗,台南機場小計,安平港入境查驗,安平港出境查驗,安平港小計,松山機場入境查驗,松山機場出境查驗,松山機場小計,金門港_水頭入境查驗,金門港_水頭出境查驗,金門港_水頭小計,馬祖入境查驗,馬祖出境查驗,馬祖小計,花蓮機場入境查驗,花蓮機場出境查驗,花蓮機場小計,麥寮港入境查驗,麥寮港出境查驗,麥寮港小計,馬公機場入境查驗,馬公機場出境查驗,馬公機場小計,台中機場入境查驗,台中機場出境查驗,台中機場小計,和平港入境查驗,和平港出境查驗,和平港小計,金門機場入境查驗,金門機場出境查驗,金門機場小計,南竿機場入境查驗,南竿機場出境查驗,南竿機場小計,北竿機場入境查驗,北竿機場出境查驗,北竿機場小計,嘉義機場入境查驗,嘉義機場出境查驗,嘉義機場小計,台北港入境查驗,台北港出境查驗,台北港小計,東港入境查驗,東港出境查驗,東港小計,台東機場入境查驗,台東機場出境查驗,台東機場小計,北竿白沙港入境查驗,北竿白沙港出境查驗,北竿白沙港小計,布袋港入境查驗,布袋港出境查驗,布袋港小計,大園沙崙港入境查驗,大園沙崙港出境查驗,大園沙崙港小計,台東富岡港入境查驗,台東富岡港出境查驗,台東富岡港小計,馬公港入境查驗,馬公港出境查驗,馬公港小計,桃園竹圍港入境查驗,桃園竹圍港出境查驗,桃園竹圍港小計,金門港_料羅入境查驗,金門港_料羅出境查驗,金門港_料羅小計,後壁湖遊艇港入境查驗,後壁湖遊艇港出境查驗,後壁湖遊艇港小計,淡水第二漁港遊艇碼頭入境查驗,淡水第二漁港遊艇碼頭出境查驗,淡水第二漁港遊艇碼頭小計,屏東大鵬灣遊艇港入境查驗,屏東大鵬灣遊艇港出境查驗,屏東大鵬灣遊艇港小計,屏東機場入境查驗,屏東機場出境查驗,屏東機場小計,離岸式風力發電計畫入境查驗,離岸式風力發電計畫出境查驗,離岸式風力發電計畫小計,蘭嶼開元港入境查驗,蘭嶼開元港出境查驗,蘭嶼開元港小計,前鎮漁港入境查驗,前鎮漁港出境查驗,前鎮漁港小計,觀塘工業港入境查驗,觀塘工業港出境查驗,觀塘工業港小計
20260211,175996,34252,35236,69488,32272,30827,63099,132587,10456,9781,20237,12,2,14,8,1,9,40,97,137,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,4920,4579,9499,3355,3323,6678,56,123,179,0,0,0,5,17,22,0,0,0,3434,2995,6429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,5,29,34,0,0,0,62,93,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260212,187887,36151,39497,75648,33717,36024,69741,145389,9910,9720,19630,2,0,2,25,32,57,714,38,752,0,0,0,0,0,0,0,0,0,182,169,351,4,0,4,4373,4140,8513,3365,3186,6551,82,232,314,111,85,196,21,2,23,0,0,0,3081,2837,5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,3,0,0,0,64,118,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260213,193198,36958,39161,76119,36088,36863,72951,149070,10552,10222,20774,1,648,649,25,11,36,34,15,49,7,8,15,0,0,0,0,0,0,135,137,272,0,2,2,4397,4325,8722,2962,3430,6392,65,155,220,0,0,0,1,9,10,0,0,0,3274,3455,6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,7,12,0,0,0,65,173,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260214,201274,40926,43266,84192,35942,37877,73819,158011,10088,10801,20889,1,1,2,6,4,10,21,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4335,4394,8729,2936,2962,5898,69,341,410,0,0,0,10,4,14,0,0,0,3301,3639,6940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,8,8,0,0,0,89,244,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260215,183847,36059,37841,73900,33024,33163,66187,140087,10014,10222,20236,1901,1894,3795,4,2,6,18,29,47,0,0,0,0,0,0,0,0,0,168,165,333,0,0,0,4260,4168,8428,2401,1728,4129,39,78,117,57,155,212,1,0,1,0,0,0,3109,3140,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,0,20,20,0,0,0,40,132,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260216,150361,29234,33407,62641,27872,27811,55683,118324,9007,8713,17720,4,0,4,1,0,1,10,2,12,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,3471,3377,6848,652,1066,1718,31,63,94,0,0,0,7,4,11,0,0,0,2668,2935,5603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260217,172850,33416,38705,72121,27598,32937,60535,132656,8498,9821,18319,36,2632,2668,145,23,168,16,7,23,0,0,0,1,0,1,0,0,0,253,355,608,0,1,1,3677,4217,7894,1011,2190,3201,23,172,195,0,0,0,5,3,8,0,0,0,3169,3881,7050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260218,178661,38090,36531,74621,31066,30252,61318,135939,10445,9938,20383,0,1,1,18,18,36,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4621,4475,9096,1491,2346,3837,54,287,341,0,0,0,2,1,3,0,0,0,4342,4522,8864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,72,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260219,198136,40749,37335,78084,34063,32161,66224,144308,10671,9851,20522,5371,5179,10550,14,15,29,3,15,18,0,0,0,0,0,0,0,0,0,169,173,342,0,0,0,4345,4230,8575,2759,3552,6311,208,223,431,163,136,299,5,3,8,0,0,0,3315,3304,6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,1,12,13,0,0,0,51,54,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260220,186991,40279,33566,73845,38460,30372,68832,142677,11193,9961,21154,2,2,4,0,5,5,19,8,27,0,0,0,0,11,11,0,0,0,142,140,282,0,0,0,4548,4090,8638,3011,3163,6174,294,129,423,13,15,28,0,0,0,0,0,0,3793,3583,7376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,31,33,0,0,0,109,41,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260221,193938,44258,35392,79650,39451,31540,70991,150641,10982,9322,20304,0,0,0,5,3,8,18,9,27,0,1,1,10,0,10,0,0,0,228,102,330,0,0,0,4614,3880,8494,3382,2603,5985,355,49,404,0,0,0,1,5,6,0,0,0,4085,3484,7569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22,22,0,0,0,114,22,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260222,203249,44013,36127,80140,40707,32625,73332,153472,11223,9934,21157,2460,2159,4619,8,13,21,6,11,17,0,0,0,0,0,0,0,0,0,185,173,358,0,0,0,4763,4060,8823,3032,2537,5569,386,69,455,168,87,255,5,0,5,0,0,0,4867,3395,8262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,16,0,16,16,0,0,0,176,28,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260223,182841,41142,33812,74954,36586,29597,66183,141137,10751,9388,20139,0,0,0,6,42,48,14,4,18,0,0,0,10,10,20,0,0,0,5,0,5,0,1,1,4343,4043,8386,2847,2990,5837,170,113,283,0,0,0,3,7,10,0,0,0,3430,3346,6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,138,41,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260224,175356,38676,32151,70827,32790,28618,61408,132235,9749,9491,19240,1921,1868,3789,11,4,15,29,25,54,0,0,0,0,0,0,0,0,0,140,124,264,1,0,1,4190,3990,8180,2833,2620,5453,124,51,175,0,0,0,3,0,3,0,0,0,2910,2868,5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16,16,0,0,0,110,42,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260225,169097,33760,31477,65237,29378,28922,58300,123537,9267,10095,19362,2168,2235,4403,44,66,110,45,25,70,0,0,0,0,0,0,0,0,0,0,0,0,21,23,44,4435,4896,9331,2367,3058,5425,91,96,187,0,0,0,2,3,5,0,0,0,3220,3275,6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,0,14,14,0,0,0,50,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260226,174441,35392,36624,72016,28831,33555,62386,134402,8795,10034,18829,2,0,2,57,74,131,36,35,71,0,0,0,0,1,1,0,0,0,183,182,365,0,3,3,3633,4644,8277,2019,3678,5697,70,204,274,62,179,241,5,0,5,0,0,0,2771,3225,5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,7,7,0,0,0,86,51,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260227,183314,36482,34725,71207,31734,33084,64818,136025,9606,10388,19994,2225,2575,4800,3,10,13,18,10,28,0,0,0,0,0,0,0,0,0,163,149,312,1,2,3,3807,4637,8444,2055,3795,5850,128,363,491,0,0,0,0,0,0,0,0,0,3434,3673,7107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,39,0,0,0,111,97,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260228,176058,39985,30411,70396,33322,27584,60906,131302,10249,9339,19588,3414,669,4083,1,2,3,32,52,84,0,0,0,0,2,2,0,0,0,2,0,2,3,0,3,4008,4529,8537,3064,2832,5896,148,129,277,0,0,0,0,0,0,0,0,0,3294,2799,6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,18,18,0,0,0,123,43,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
